Ucl 2526 squads · CSV
Copy

Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Kiernan Dewsbury-Hall,MID,22,England,27,25,3,4,1800,7,0,2,0,Yes,Midfielder
Mykhaylo Mudryk,FWD,15,Ukraine,25,22,4,3,1350,7,0,1,0,No,Winger
Nicolas Jackson,FWD,15,Senegal,25,35,15,6,2970,21,0,3,1,No,Striker
Noni Madueke,FWD,11,England,24,28,8,5,1980,13,0,1,0,Yes,Winger
Pedro Neto,FWD,7,Portugal,26,30,7,9,2340,16,0,2,0,No,Winger
Joao Felix,FWD,11,Portugal,26,22,5,4,1440,9,0,1,0,No,Forward
Christopher Nkunku,FWD,18,France,28,18,5,3,990,8,0,1,0,No,Attacking midfielder
Tyrique George,FWD,62,England,19,8,1,1,360,2,0,0,0,Yes,Young forward
Jadon Sancho,FWD,19,England,26,15,3,2,810,5,0,1,0,Yes,Winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Nick Pope,GK,22,England,34,32,0,0,2880,0,11,0,0,Yes,First-choice goalkeeper
Martin Dúbravka,GK,1,Slovakia,37,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Mark Gillespie,GK,29,England,33,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Kieran Trippier,DEF,2,England,35,20,1,3,1620,4,0,2,0,Yes,Right-back
Fabian Schär,DEF,5,Switzerland,34,30,3,1,2520,4,9,3,0,No,Centre-back
Sven Botman,DEF,4,Netherlands,26,28,1,0,2340,1,9,3,0,No,Centre-back
Dan Burn,DEF,33,England,33,28,1,0,2160,1,0,3,0,Yes,Left-back / centre-back
Emil Krafth,DEF,17,Sweden,31,15,0,0,1080,0,0,1,0,No,Right-back
Matt Targett,DEF,13,England,30,10,0,1,720,1,0,1,0,Yes,Left-back
Tino Livramento,DEF,24,England,23,28,1,3,2160,4,0,2,0,Yes,Right-back
Joelinton,MID,7,Brazil,29,35,5,5,2880,10,0,5,0,No,Central midfielder
Bruno Guimarães,MID,39,Brazil,28,38,5,7,3240,12,0,4,0,No,Central midfielder / vice-captain
Sean Longstaff,MID,36,England,28,22,2,1,1620,3,0,3,0,Yes,Central midfielder
Sandro Tonali,MID,8,Italy,26,30,3,4,2430,7,0,3,0,No,Midfielder
Joe Willock,MID,28,England,26,12,1,1,720,2,0,1,0,Yes,Midfielder
Harvey Barnes,FWD,15,England,28,25,5,4,1710,9,0,1,0,Yes,Winger
Alexander Isak,FWD,14,Sweden,26,35,18,5,2970,23,0,2,0,No,Striker / star player
Jacob Murphy,FWD,23,England,31,25,5,5,1620,10,0,1,0,Yes,Winger
Anthony Gordon,FWD,10,England,25,32,9,8,2520,17,0,2,0,Yes,Left winger
Callum Wilson,FWD,9,England,34,15,5,2,990,7,0,0,0,Yes,Striker
Miguel Almirón,FWD,24,Paraguay,32,14,2,2,810,4,0,1,0,No,Attacking midfielder
Lewis Hall,DEF,30,England,21,18,0,2,1260,2,0,1,0,Yes,Left-back
William Osula,FWD,27,Denmark,22,10,2,1,540,3,0,0,0,No,Young striker
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Jordan Pickford,GK,1,England,32,35,0,0,3150,0,12,1,0,Yes,First-choice goalkeeper
João Virgínia,GK,16,Portugal,26,6,0,0,540,0,1,0,0,No,Backup goalkeeper
Andy Lonergan,GK,30,England,42,1,0,0,90,0,0,0,0,Yes,Third-choice goalkeeper
Seamus Coleman,DEF,23,Ireland,37,8,0,0,540,0,0,1,0,No,Right-back veteran
Nathan Patterson,DEF,29,Scotland,25,20,0,2,1440,2,0,1,0,No,Right-back
Michael Keane,DEF,5,England,33,15,0,0,990,0,0,2,0,Yes,Centre-back
James Tarkowski,DEF,6,England,34,35,3,0,3150,3,12,3,0,No,Centre-back
Vitaliy Mykolenko,DEF,19,Ukraine,27,32,0,2,2520,2,0,3,0,No,Left-back
Jake O'Brien,DEF,4,Ireland,25,25,2,0,1980,2,0,3,0,No,Centre-back
Ashley Young,DEF,18,England,40,5,0,0,270,0,0,0,0,Yes,Veteran / right-back
Idrissa Gueye,MID,27,Senegal,36,20,1,1,1440,2,0,3,0,No,Midfielder
Amadou Onana,MID,8,Belgium,24,32,3,3,2520,6,0,4,0,No,Central midfielder
James Garner,MID,37,England,25,28,2,3,2025,5,0,3,0,Yes,Central midfielder
Abdoulaye Doucouré,MID,16,France,33,28,4,3,2160,7,0,3,0,No,Midfielder
Jack Harrison,FWD,11,England,29,22,3,3,1530,6,0,1,0,Yes,Winger
Dwight McNeil,FWD,7,England,26,32,6,7,2520,13,0,1,0,Yes,Left winger
Dominic Calvert-Lewin,FWD,9,England,29,25,9,3,1890,12,0,1,0,Yes,Striker
Beto,FWD,14,Portugal,27,22,6,2,1440,8,0,2,0,No,Striker
Iliman Ndiaye,FWD,10,Senegal,26,30,7,6,2160,13,0,1,0,No,Attacking midfielder
Jesper Lindstrøm,FWD,15,Denmark,26,18,2,3,1080,5,0,0,0,No,Winger
Tim Iroegbunam,MID,38,England,22,12,1,0,630,1,0,1,0,Yes,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Matz Sels,GK,1,Belgium,33,36,0,0,3240,0,12,0,0,No,First-choice goalkeeper
Odysseas Vlachodimos,GK,17,Greece,31,6,0,0,540,0,1,0,0,No,Backup goalkeeper
Eric da Silva Moreira,GK,31,France,22,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Neco Williams,DEF,3,Wales,25,32,1,4,2520,5,0,3,0,No,Right-back
Murillo,DEF,4,Brazil,23,30,1,0,2430,1,9,3,0,No,Centre-back
Nikola Milenković,DEF,5,Serbia,29,32,3,1,2700,4,10,4,0,No,Centre-back
Andrew Omobamidele,DEF,30,Ireland,24,20,0,0,1440,0,0,2,0,No,Centre-back
Harry Toffolo,DEF,15,England,30,18,0,1,1260,1,0,2,0,Yes,Left-back
Ola Aina,DEF,14,Nigeria,29,28,1,2,2160,3,0,2,0,No,Right-back / defender
Alex Moreno,DEF,6,Spain,32,15,0,1,1080,1,0,1,0,No,Left-back
Ryan Yates,MID,22,England,28,30,2,2,2250,4,0,4,0,Yes,Central midfielder
Ibrahim Sangaré,MID,18,Ivory Coast,28,30,2,3,2430,5,0,4,0,No,Defensive midfielder
James Ward-Prowse,MID,7,England,31,22,4,5,1710,9,0,2,0,Yes,Set-piece specialist
Elliot Anderson,MID,42,England,23,28,3,4,2025,7,0,2,0,Yes,Midfielder
Morgan Gibbs-White,MID,10,England,26,35,8,9,2880,17,0,2,0,Yes,Attacking midfielder
Anthony Elanga,FWD,21,Sweden,24,35,8,6,2700,14,0,1,0,No,Winger
Chris Wood,FWD,11,New Zealand,34,32,14,3,2700,17,0,1,0,No,Striker
Callum Hudson-Odoi,FWD,14,England,25,22,5,4,1530,9,0,1,0,Yes,Winger
Taiwo Awoniyi,FWD,9,Nigeria,28,18,5,2,1260,7,0,1,0,No,Striker
Nicolás Domínguez,MID,24,Argentina,28,20,2,2,1260,4,0,1,0,No,Midfielder
Jota Silva,FWD,19,Portugal,26,22,4,4,1440,8,0,1,0,No,Winger
Ramon Sosa,FWD,17,Paraguay,25,20,4,3,1260,7,0,1,0,No,Winger
Aidan Dowell,MID,46,England,21,5,0,0,225,0,0,0,0,Yes,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Bart Verbruggen,GK,1,Netherlands,23,34,0,0,3060,0,10,1,0,No,First-choice goalkeeper
Jason Steele,GK,22,England,35,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Carl Rushworth,GK,33,England,24,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Joel Veltman,DEF,34,Netherlands,34,22,0,2,1620,2,0,2,0,No,Right-back
Lewis Dunk,DEF,5,England,34,35,2,1,3150,3,11,3,0,Yes,Captain / centre-back
Jan Paul van Hecke,DEF,29,Netherlands,25,30,1,0,2430,1,9,2,0,No,Centre-back
Pervis Estupiñán,DEF,3,Ecuador,28,28,1,3,2250,4,0,2,0,No,Left-back
Tariq Lamptey,DEF,2,England,25,20,1,2,1440,3,0,1,0,Yes,Right-back
James Milner,MID,4,England,40,12,0,1,720,1,0,1,0,Yes,Veteran midfielder
Igor,DEF,6,Brazil,28,18,0,0,1260,0,0,2,0,No,Centre-back
Pascal Groß,MID,13,Germany,35,30,3,5,2340,8,0,2,0,No,Midfielder
Moisés Caicedo,MID,25,Ecuador,24,5,0,0,315,0,0,1,0,No,Defensive midfielder
Jack Hinshelwood,MID,38,England,21,22,1,2,1440,3,0,1,0,Yes,Young midfielder
James Milner,MID,4,England,40,12,0,1,720,1,0,1,0,Yes,Veteran midfielder
Solly March,FWD,19,England,32,20,3,3,1440,6,0,1,0,Yes,Winger
Kaoru Mitoma,FWD,22,Japan,28,35,10,8,2880,18,0,1,0,No,Left winger / star player
Joao Pedro,FWD,9,Brazil,24,35,12,5,2880,17,0,2,0,No,Striker
Danny Welbeck,FWD,18,England,36,18,4,2,1080,6,0,1,0,Yes,Striker / veteran
Simon Adingra,FWD,43,Ivory Coast,24,28,7,4,1890,11,0,1,0,No,Winger
Facundo Buonanotte,MID,23,Argentina,21,22,3,3,1440,6,0,1,0,No,Attacking midfielder
Yankuba Minteh,FWD,31,Gambia,22,18,4,3,1080,7,0,0,0,No,Young winger
Matt O'Riley,MID,11,Denmark,25,30,5,6,2340,11,0,2,0,No,Attacking midfielder
Brajan Gruda,FWD,28,Germany,21,15,2,2,810,4,0,0,0,No,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Alban Lafont,GK,16,France,27,34,0,0,3060,0,10,0,0,Yes,First-choice goalkeeper
Anthony Lopes,GK,1,Portugal,35,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Gurvan Guégan,GK,30,France,23,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Jonathan Clauss,DEF,11,France,33,28,2,5,2160,7,0,2,0,Yes,Right wing-back
Jean-Charles Castelletto,DEF,14,Cameroon,31,25,1,0,2025,1,0,3,0,No,Centre-back
Nicolas Pallois,DEF,3,France,37,18,0,0,1260,0,0,2,0,Yes,Centre-back
Quentin Merlin,DEF,29,France,23,32,0,3,2430,3,0,2,0,Yes,Left wing-back
Samuel Moutoussamy,DEF,19,France,29,22,0,1,1620,1,0,3,0,Yes,Right-back
Andrei Girotto,DEF,4,Brazil,33,20,0,0,1440,0,0,3,0,No,Centre-back
Bastien Sébastien,MID,25,France,30,20,0,1,1440,1,0,2,0,Yes,Midfielder
Chieck Diabaté,MID,8,France,24,22,2,2,1530,4,0,2,0,Yes,Midfielder
Moussa Sissoko,MID,17,France,37,18,1,1,1260,2,0,2,0,Yes,Veteran midfielder
Pedro Chirivella,MID,6,Spain,28,30,2,3,2250,5,0,2,0,No,Central midfielder
Stef Palhares Branco,MID,22,France,22,15,1,1,900,2,0,1,0,Yes,Young midfielder
Ignatius Ganago,FWD,15,Cameroon,27,20,5,2,1350,7,0,1,0,No,Forward
Mostafa Mohamed,FWD,9,Egypt,28,28,9,3,2160,12,0,1,0,No,Striker
Matthis Abline,FWD,24,France,23,22,4,3,1350,7,0,0,0,Yes,Young striker
Moses Simon,FWD,7,Nigeria,30,30,6,6,2250,12,0,2,0,No,Left winger
Florian Thauvin,FWD,26,France,33,25,5,5,1800,10,0,1,0,Yes,Winger
Antoine Kombouaré,FWD,10,France,23,18,3,2,1080,5,0,0,0,Yes,Young forward
Ludovic Blas,FWD,8,France,28,20,4,4,1440,8,0,1,0,Yes,Attacking midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Gregor Kobel,GK,1,Switzerland,29,34,0,0,3060,0,13,1,0,No,First-choice goalkeeper
Alexander Meyer,GK,30,Germany,33,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Marcel Lotka,GK,35,Poland,24,2,0,0,180,0,0,0,0,No,Third-choice goalkeeper
Julian Ryerson,DEF,13,Norway,29,30,1,3,2430,4,0,3,0,No,Right-back
Nico Schlotterbeck,DEF,4,Germany,26,35,2,1,2970,3,11,4,0,Yes,Centre-back
Mats Hummels,DEF,15,Germany,37,10,0,0,720,0,0,1,0,Yes,Veteran centre-back
Ramy Bensebaini,DEF,23,Algeria,30,28,1,2,2250,3,0,3,0,No,Left-back
Niklas Süle,DEF,25,Germany,30,20,0,0,1440,0,0,2,0,Yes,Centre-back
Tom Rothe,DEF,39,Germany,21,15,0,1,990,1,0,1,0,Yes,Young left-back
Ian Maatsen,DEF,22,Netherlands,24,20,1,2,1440,3,0,2,0,No,Left-back
Emre Can,MID,23,Germany,32,20,2,1,1440,3,0,3,0,Yes,Defensive midfielder
Felix Nmecha,MID,22,Germany,25,28,2,3,2160,5,0,3,0,Yes,Midfielder
Marcel Sabitzer,MID,20,Austria,32,30,4,5,2340,9,0,2,0,No,Midfielder
Salih Özcan,MID,11,Germany,28,22,1,2,1530,3,0,3,0,Yes,Central midfielder
Jamie Gittens,FWD,43,England,21,30,8,7,2160,15,0,2,0,No,Winger
Donyell Malen,FWD,21,Netherlands,27,25,6,5,1800,11,0,1,0,No,Winger
Sébastien Haller,FWD,9,Ivory Coast,32,20,7,2,1350,9,0,1,0,No,Striker
Niclas Füllkrug,FWD,9,Germany,33,22,8,3,1620,11,0,1,0,Yes,Striker
Karim Adeyemi,FWD,37,Germany,24,28,9,6,2025,15,0,2,0,Yes,Winger
Julian Brandt,MID,10,Germany,30,35,6,10,2880,16,0,1,0,Yes,Attacking midfielder
Giovanni Reyna,MID,7,USA,23,20,2,3,1260,5,0,1,0,No,Attacking midfielder
Maximilian Beier,FWD,43,Germany,23,22,7,3,1440,10,0,1,0,Yes,Young striker
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Wojciech Szczęsny,GK,1,Poland,36,5,0,0,450,0,2,0,0,No,Veteran goalkeeper
Andriy Lunin,GK,13,Ukraine,26,5,0,0,450,0,1,0,0,No,Goalkeeper
Giorgi Mamardashvili,GK,25,Georgia,25,5,0,0,450,0,1,0,0,No,Goalkeeper
Alessandro Florenzi,DEF,13,Italy,35,8,0,0,540,0,0,1,0,Yes,Right-back
Danilo,DEF,3,Brazil,34,6,0,0,360,0,0,1,0,No,Defender
Gleison Bremer,DEF,3,Brazil,29,5,0,0,360,0,0,1,0,No,Centre-back
Federico Gatti,DEF,4,Italy,28,30,2,1,2430,3,9,4,0,Yes,Centre-back
Andrea Cambiaso,DEF,27,Italy,26,32,3,5,2610,8,0,3,0,Yes,Versatile defender
Nicolò Savona,DEF,37,Italy,22,15,0,1,990,1,0,1,0,Yes,Young right-back
Manuel Locatelli,MID,5,Italy,28,32,2,3,2610,5,0,3,0,Yes,Defensive midfielder
Teun Koopmeiners,MID,8,Netherlands,28,30,5,6,2430,11,0,2,0,No,Central midfielder
Douglas Luiz,MID,6,Brazil,28,20,2,3,1440,5,0,3,0,No,Central midfielder
Weston McKennie,MID,16,USA,28,22,2,2,1620,4,0,2,0,No,Midfielder
Fagioli Nicolò,MID,34,Italy,25,20,1,2,1350,3,0,1,0,Yes,Young midfielder
Nicolò Fagioli,MID,34,Italy,25,20,1,2,1350,3,0,1,0,Yes,Midfielder
Khéphren Thuram,MID,19,France,25,28,2,4,2160,6,0,2,0,No,Midfielder
Dušan Vlahović,FWD,9,Serbia,26,35,18,4,2970,22,0,3,0,No,Striker / star player
Kenan Yıldız,FWD,10,Turkey,21,30,7,6,2250,13,0,1,0,No,Young attacking midfielder
Francisco Conceição,FWD,7,Portugal,24,28,6,5,2025,11,0,2,0,No,Winger
Timothy Weah,FWD,22,USA,26,22,4,3,1530,7,0,1,0,No,Winger
Nico González,FWD,11,Spain,23,18,3,2,1080,5,0,0,0,Yes,Young forward
Alberto Costa,DEF,30,Portugal,22,10,0,1,540,1,0,0,0,No,Young right-back
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Alex Meret,GK,1,Italy,29,32,0,0,2880,0,11,0,0,Yes,First-choice goalkeeper
Pierluigi Gollini,GK,95,Italy,31,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Elia Caprile,GK,25,Italy,26,4,0,0,360,0,0,0,0,Yes,Third-choice goalkeeper
Giovanni Di Lorenzo,DEF,22,Italy,32,40,2,5,3420,7,0,3,0,Yes,Right-back / captain
Amir Rrahmani,DEF,13,Kosovo,32,30,2,0,2520,2,9,3,0,No,Centre-back
Juan Jesus,DEF,5,Brazil,34,15,0,0,990,0,0,2,0,No,Centre-back
Mathías Olivera,DEF,17,Uruguay,28,32,1,3,2610,4,0,2,0,No,Left-back
Alessandro Buongiorno,DEF,4,Italy,27,30,1,0,2430,1,9,3,0,Yes,Centre-back
Pasquale Mazzocchi,DEF,25,Italy,30,18,0,2,1260,2,0,2,0,Yes,Right-back
Leo Østigård,DEF,55,Norway,26,12,0,0,720,0,0,2,0,No,Centre-back
André-Frank Zambo Anguissa,MID,99,Cameroon,30,35,3,4,2970,7,0,4,0,No,Central midfielder
Stanislav Lobotka,MID,68,Slovakia,31,32,1,4,2610,5,0,3,0,No,Defensive midfielder
Piotr Zieliński,MID,20,Poland,32,5,0,0,270,0,0,0,0,No,Midfielder (moved to Inter)
Scott McTominay,MID,8,Scotland,29,30,6,4,2340,10,0,3,0,No,Central midfielder
Gianluca Gaetano,MID,70,Italy,26,15,2,2,900,4,0,1,0,Yes,Midfielder
Diego Demme,MID,4,Germany,34,10,0,1,540,1,0,1,0,No,Defensive midfielder
Victor Osimhen,FWD,9,Nigeria,27,30,16,5,2520,21,0,2,0,No,Striker / star player
Khvicha Kvaratskhelia,FWD,77,Georgia,24,5,2,1,315,3,0,0,0,No,Winger (moved to PSG)
Matteo Politano,FWD,21,Italy,32,30,6,5,2160,11,0,1,0,Yes,Winger
David Neres,FWD,77,Brazil,29,32,9,8,2430,17,0,2,0,No,Winger
Cyril Ngonge,FWD,11,Belgium,25,20,4,3,1260,7,0,0,0,No,Winger
Giovanni Simeone,FWD,18,Argentina,30,22,7,2,1440,9,0,1,0,No,Striker
Jesper Lindstrøm,FWD,14,Denmark,26,12,2,1,630,3,0,0,0,No,Winger
Rafa Marin,DEF,3,Spain,24,15,0,0,810,0,0,1,0,No,Young centre-back
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Łukasz Fabiański,GK,1,Poland,40,10,0,0,900,0,2,0,0,No,Veteran goalkeeper
Alphonse Areola,GK,13,France,33,25,0,0,2250,0,8,0,0,No,First-choice goalkeeper
Darren Randolph,GK,30,Ireland,38,3,0,0,270,0,0,0,0,No,Third-choice goalkeeper
Ben Johnson,DEF,33,England,26,18,0,2,1260,2,0,1,0,Yes,Right-back
Konstantinos Mavropanos,DEF,5,Greece,29,20,0,0,1440,0,0,3,0,No,Centre-back
Kurt Zouma,DEF,4,France,31,22,1,0,1620,1,0,2,0,No,Centre-back
Emerson Palmieri,DEF,33,Italy,32,18,0,2,1260,2,0,1,0,No,Left-back
Aaron Cresswell,DEF,3,England,36,12,0,1,720,1,0,1,0,Yes,Left-back
Vladimir Coufal,DEF,5,Czech Republic,34,15,0,0,1080,0,0,2,0,No,Right-back
Nayef Aguerd,DEF,27,Morocco,29,25,0,0,1800,0,0,3,0,No,Centre-back
Tomáš Souček,MID,28,Czech Republic,31,35,6,2,2880,8,0,3,0,No,Central midfielder
James Ward-Prowse,MID,7,England,31,5,1,1,315,2,0,0,0,Yes,Set-piece specialist
Lucas Paquetá,MID,10,Brazil,29,30,5,7,2430,12,0,2,0,No,Attacking midfielder
Edson Álvarez,MID,19,Mexico,29,28,1,2,2160,3,0,4,0,No,Defensive midfielder
Kalvin Phillips,MID,4,England,31,10,0,0,630,0,0,1,0,Yes,Midfielder
Guido Rodríguez,MID,6,Argentina,32,18,0,1,1260,1,0,2,0,No,Defensive midfielder
Jarrod Bowen,FWD,20,England,29,35,11,8,2880,19,0,2,0,Yes,Right winger / captain
Michail Antonio,FWD,9,Jamaica,36,18,4,2,1080,6,0,1,0,Yes,Striker
Mohammed Kudus,FWD,14,Ghana,26,30,8,6,2250,14,0,2,0,No,Winger
Danny Ings,FWD,18,England,34,12,2,1,720,3,0,0,0,Yes,Striker
Luis Guilherme,FWD,16,Brazil,20,22,3,4,1350,7,0,0,0,No,Young winger
Crysencio Summerville,FWD,22,Netherlands,24,28,6,4,1890,10,0,1,0,No,Left winger
Niclas Füllkrug,FWD,11,Germany,33,10,3,1,630,4,0,0,0,No,Striker
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
José Sá,GK,1,Portugal,33,35,0,0,3150,0,12,1,0,No,First-choice goalkeeper
Daniel Bentley,GK,13,England,33,5,0,0,450,0,1,0,0,Yes,Backup goalkeeper
Tommy Simkin,GK,42,England,22,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Matt Doherty,DEF,2,Ireland,34,18,0,2,1260,2,0,1,0,No,Right-back
Toti Gomes,DEF,6,Portugal,27,22,0,0,1620,0,0,2,0,No,Centre-back
Craig Dawson,DEF,15,England,36,25,1,0,1980,1,0,3,0,Yes,Centre-back
Hugo Bueno,DEF,12,Spain,23,25,0,2,1800,2,0,2,0,No,Left-back
Nelson Semedo,DEF,22,Portugal,32,28,1,3,2160,4,0,2,0,No,Right-back
Rayan Aït-Nouri,DEF,3,Algeria,25,35,2,6,2880,8,0,3,0,No,Left-back
Santiago Bueno,DEF,5,Uruguay,28,20,0,0,1440,0,0,2,0,No,Centre-back
João Gomes,MID,38,Brazil,25,35,2,3,2880,5,0,4,0,No,Defensive midfielder
Mario Lemina,MID,5,Gabon,32,25,2,2,1890,4,0,3,0,No,Central midfielder
Tommy Doyle,MID,23,England,24,22,2,2,1620,4,0,2,0,Yes,Midfielder
Boubacar Traoré,MID,26,Mali,24,22,1,2,1530,3,0,2,0,No,Midfielder
Matheus Cunha,FWD,12,Brazil,27,35,14,8,2970,22,0,3,0,No,Striker / star player
Pedro Neto,FWD,7,Portugal,26,5,1,0,315,1,0,0,0,No,Winger
Pablo Sarabia,FWD,17,Spain,34,18,3,3,1170,6,0,1,0,No,Attacking midfielder
Hee-chan Hwang,FWD,11,South Korea,30,28,7,4,2025,11,0,1,0,No,Forward
Gonçalo Guedes,FWD,11,Portugal,30,15,3,2,900,5,0,1,0,No,Winger
Sam Johnstone,GK,18,England,32,3,0,0,270,0,0,0,0,Yes,Goalkeeper
Emmanuel Agbadou,DEF,4,Belgium,29,15,0,0,900,0,0,2,0,No,Centre-back
Oliver Kilman,DEF,17,England,29,22,0,0,1620,0,0,2,0,Yes,Centre-back
Enso González,MID,8,Venezuela,21,12,0,1,630,1,0,0,0,No,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Diogo Costa,GK,1,Portugal,27,34,0,0,3060,0,13,0,0,No,First-choice goalkeeper
Cláudio Ramos,GK,16,Portugal,35,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Samuel Portugal,GK,12,Portugal,32,2,0,0,180,0,0,0,0,No,Third-choice goalkeeper
João Mário,DEF,5,Portugal,32,28,2,4,2160,6,0,3,0,No,Right-back
Pepe,DEF,3,Portugal,43,8,0,0,540,0,0,1,0,No,Veteran centre-back
Zé Pedro,DEF,4,Portugal,28,25,1,0,2025,1,0,3,0,No,Centre-back
Wendell,DEF,21,Brazil,33,22,0,2,1620,2,0,2,0,No,Left-back
Iván Marcano,DEF,5,Spain,38,10,0,0,630,0,0,1,0,No,Veteran centre-back
David Carmo,DEF,6,Portugal,27,20,0,0,1440,0,0,2,0,No,Centre-back
Gonçalo Borges,FWD,17,Portugal,25,28,5,7,2025,12,0,2,0,No,Winger
Alan Varela,MID,8,Argentina,26,30,2,3,2340,5,0,3,0,No,Defensive midfielder
Eustáquio,MID,18,Canada,29,25,2,3,1890,5,0,2,0,No,Central midfielder
Pepê,FWD,7,Brazil,28,30,6,5,2250,11,0,2,0,No,Winger
Stephen Eustáquio,MID,18,Canada,29,5,0,1,315,1,0,0,0,No,Midfielder
Fábio Vieira,MID,21,Portugal,25,18,2,3,1260,5,0,1,0,No,Attacking midfielder
Samu Aghehowa,FWD,9,Nigeria,22,28,11,3,2025,14,0,1,0,No,Young striker
Galeno,FWD,11,Brazil,28,35,8,9,2880,17,0,2,0,No,Left winger
Tiago Djalò,DEF,35,Portugal,25,15,0,0,990,0,0,2,0,No,Centre-back
Nehuen Pérez,DEF,3,Argentina,26,22,0,0,1620,0,0,2,0,No,Centre-back
Fran Navarro,FWD,19,Spain,29,20,5,2,1350,7,0,1,0,No,Striker
Danny Loader,FWD,34,England,26,8,1,0,360,1,0,0,0,No,Young forward
André Franco,MID,16,Portugal,23,15,0,1,810,1,0,1,0,No,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Bento,GK,1,Brazil,25,34,0,0,3060,0,12,0,0,No,First-choice goalkeeper
Koen Casteels,GK,40,Belgium,34,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Guilherme,GK,23,Brazil,34,2,0,0,180,0,0,0,0,No,Third-choice goalkeeper
Pedro Porro,DEF,23,Spain,27,35,3,7,2970,10,0,3,0,No,Right-back
Rúben Dias,DEF,3,Portugal,28,5,0,0,360,0,0,1,0,No,Defender (on loan from Man City)
Sebastián Coates,DEF,4,Uruguay,35,15,0,0,990,0,0,2,0,No,Centre-back
Gonçalo Inácio,DEF,23,Portugal,24,30,1,1,2430,2,0,3,0,No,Centre-back
Nuno Santos,DEF,5,Portugal,29,25,1,3,1890,4,0,2,0,No,Left-back
St. Juste,DEF,28,Netherlands,29,20,0,0,1440,0,0,2,0,No,Centre-back
Morten Hjulmand,MID,8,Denmark,27,32,2,3,2610,5,0,4,0,No,Defensive midfielder
Viktor Gyökeres,FWD,9,Sweden,27,38,28,8,3240,36,0,2,0,No,Striker / star player
Geny Catamo,FWD,11,Mozambique,24,25,4,5,1800,9,0,1,0,No,Winger
Geovany Quenda,FWD,29,Portugal,18,22,4,5,1530,9,0,0,0,No,Young winger
Conrad Harder,FWD,19,Denmark,20,15,3,2,900,5,0,0,0,No,Young striker
Ousmane Diomandé,DEF,24,Ivory Coast,23,28,2,1,2160,3,0,3,0,No,Centre-back
Francisco Trincão,FWD,17,Portugal,26,28,6,5,1980,11,0,1,0,No,Winger
Daniel Bragança,MID,37,Portugal,26,18,1,2,1260,3,0,1,0,No,Midfielder
Luís Neto,DEF,32,Portugal,38,8,0,0,450,0,0,1,0,No,Veteran centre-back
